Rk,Player,Pos,MP,PER,TSx,3PAr,FTr,ORBx,DRBx,TRBx,ASTx,STLx,BLKx,TOVx,USGx,OWS,DWS,WS,WS/48,BPM,VORP,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,PIPM,X1,X2
62,Collin Sexton,SG,2143,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,0,0,0.1,0.069,-4.5,0,-1.27,476,-1.97,512,0.7,72,-1.07,495,-1.56,514,0.49,56,0.29,137,-0.05,280,0.34,93,0.49,144,-0.46,429,0.94,45,-0.36,418,-0.26,409,-0.1,330,-1.82,493,-2.52,513,0.71,82,-2.85,-2.30583341,-1.14654415
63,Cory Joseph,PG,1538,10.3,0.513,0.363,0.157,2.6,9.5,6,19.4,1.5,1.3,14,13,2.9,2.1,5,0.186,1.5,1.1,-0.17,304,-0.11,324,-0.06,266,0.2,159,0.19,152,0.01,241,-0.19,326,0.01,242,-0.19,361,1.24,39,1.17,10,0.06,218,0.26,125,0.24,107,0.02,236,0.86,96,0.89,53,-0.03,261,-0.21,-1.82115214,1.12711344
64,Courtney Lee,SG,345,10.9,0.629,0.573,0.085,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,0,0.1,0.1,0.026,-4.5,-0.1,0.08,219,-0.28,371,0.36,138,0.06,217,-0.27,390,0.33,100,-0.1,294,0.45,72,-0.55,457,-0.26,321,-0.25,373,0.01,248,0.49,72,0.1,172,0.39,60,0.58,130,-0.28,358,0.85,63,-0.58,-1.58743257,-0.70632918
65,Cristiano Felício,PF,386,12.8,0.671,0.037,0.426,15,14.1,14.6,5.7,1.2,0.5,21.9,9.1,-0.2,0.1,-0.1,-0.038,-7.1,-0.2,-0.42,359,-0.77,449,0.35,140,-0.39,403,-0.87,500,0.47,61,0.12,193,0.36,86,-0.24,375,0.88,77,-0.69,456,1.58,10,-0.22,367,0.23,112,-0.45,482,-0.43,354,-1.27,487,0.84,66,-2.79,2.28770658,1.45780076
66,Damian Jones,C,887,15.5,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,0.2,0.1,0.2,0.116,-0.8,0,-1.24,473,-1.02,484,-0.22,331,-1.34,509,-1.19,511,-0.15,348,-0.62,453,-0.05,273,-0.57,462,-0.9,442,-1.06,490,0.16,182,0.02,248,0.33,75,-0.31,429,-2.41,506,-2.03,509,-0.38,368,-2.1,3.43386138,0.472515693
67,Damian Lillard,PG,2140,26.2,0.619,0.493,0.377,1.5,10.5,6.1,34.1,1.3,0.8,11,30.2,0.3,0.7,1.1,0.068,-0.6,0.3,1.08,65,-0.69,443,1.77,8,0.92,35,0.15,178,0.78,16,-0.23,346,-0.72,493,0.49,66,-1.75,496,-1.36,505,-0.38,383,-0.14,334,-0.53,480,0.39,58,1.17,62,-0.93,452,2.11,9,2.99,-3.00609762,1.0684016
68,Damion Lee,SG,1423,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19,-0.6,0.4,-0.2,-0.011,-4.3,-0.5,0.93,73,1.1,23,-0.17,316,0.07,213,0.08,208,0.01,249,0.73,51,0.46,70,0.27,115,-0.1,290,0.85,37,-0.95,481,0.78,32,0.36,69,0.41,52,0.62,125,0.4,142,0.22,178,0.99,-0.759438713,-0.184806634
69,Damyean Dotson,SG,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10,1.3,0.5,6.5,16.5,1.7,1.6,3.3,0.127,-2.4,-0.1,-0.88,433,-0.21,351,-0.67,432,-0.28,378,0.05,227,-0.33,422,-0.61,451,-0.75,498,0.14,169,0.11,222,0.22,162,-0.11,288,-0.43,432,-0.38,442,-0.04,299,-0.63,389,-0.05,284,-0.58,403,-1.7,-1.87938745,-1.34586004
70,D'Angelo Russell,PG,1452,18.7,0.556,0.509,0.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,0.7,1.1,1.9,0.116,0.4,0.5,-1.07,462,-1.26,503,0.19,170,-0.61,453,-0.73,493,0.12,173,-0.56,442,-0.4,435,-0.16,347,-1.83,499,-1.49,510,-0.34,369,0.26,124,0.29,87,-0.03,281,-1.54,477,-1.44,495,-0.1,291,-0.64,-2.87225404,1.89107338
71,Daniel Gafford,C,609,16.2,0.686,0,0.448,9,10.3,9.6,5.2,1,8.7,15.3,13.3,0.6,1.6,2.2,0.103,0.1,0.5,-0.51,378,0.03,248,-0.54,413,0.01,256,0.13,187,-0.13,333,-0.68,460,-0.7,491,0.02,242,-0.64,399,-0.71,459,0.07,213,0.44,85,0.59,24,-0.15,362,-0.21,298,0.57,99,-0.78,435,-0.75,3.12615771,1.80481637
72,Daniel Theis,C,1382,18.2,0.629,0.212,0.277,10.2,19.2,14.7,9.9,1.2,5,10.1,14.7,1.5,1.5,3,0.129,0.5,0.7,1.12,58,0.76,54,0.36,135,0.35,113,0.3,107,0.05,211,0.52,84,0.56,53,-0.03,278,0.14,213,0.38,115,-0.24,335,0.25,129,-0.03,288,0.29,88,1.2,60,0.72,73,0.48,117,2.01,3.3493915,1.09200718
73,Danilo Gallinari,PF,1690,19.4,0.611,0.538,0.352,2.2,17.1,9.9,10.5,1.2,0.2,7.5,24.4,0.3,0.3,0.6,0.13,-1.4,0,0.31,154,-0.91,476,1.22,28,-0.05,276,-0.8,498,0.75,18,1.29,12,0.4,79,0.89,17,-0.5,381,0.09,211,-0.59,428,0.27,119,-0.4,447,0.67,12,1.11,70,-1.14,478,2.25,4,1.98,0.041507959,-1.67934743
74,Danny Green,SG,1529,11.1,0.564,0.704,0.104,3.2,11.3,7.3,7.3,2.4,1.7,10.8,13.8,-0.1,0.9,0.8,0.05,-2.9,-0.2,2.17,13,0.86,43,1.3,26,0.96,31,0.16,172,0.81,14,0.5,91,0.01,236,0.48,67,0.88,78,0.01,266,0.89,52,0.1,192,0.41,55,-0.32,432,1.77,32,0.67,78,1.09,41,1.52,-1.73646166,-1.84827261
75,Dante Exum,SG,485,10.4,0.576,0.361,0.361,2.8,12.6,7.7,11.5,1.3,1.4,18.4,15,-0.2,0,-0.1,-0.189,-12.6,-0.1,-0.3,337,0.47,91,-0.77,451,-0.42,412,0.14,183,-0.55,471,-0.17,321,-0.07,288,-0.1,319,0.91,72,0.35,122,0.56,88,-0.87,495,-0.39,446,-0.48,487,-1.25,457,0.18,197,-1.43,497,-1.79,-1.02393146,0.130639354
76,Danuel House,SF,1739,11.4,0.571,0.645,0.176,3.4,11.5,7.4,6.1,1.7,1.6,8.6,13.5,-0.1,0,-0.1,-0.08,-10.2,-0.1,1.7,21,0.34,126,1.37,22,0.09,202,-0.14,347,0.23,135,0.36,119,0.21,132,0.14,166,0.4,155,1.01,21,-0.61,430,0.34,103,-0.17,375,0.5,35,0.76,108,0.04,242,0.72,80,0.1,-0.495377277,-1.88263108
77,Dario Šarić,PF,1441,13.3,0.572,0.455,0.202,6.7,20.2,13.3,10.9,1.1,0.9,12.3,17.2,2.1,1.3,3.4,0.136,0.6,0.8,-0.23,322,-0.26,364,0.02,230,-0.12,306,-0.46,449,0.33,97,-0.58,446,0.24,123,-0.82,494,-0.32,334,-0.33,396,0.01,241,-0.81,490,0.05,204,-0.86,512,-0.86,418,-0.52,403,-0.34,362,-1.18,1.84327912,-0.356842233
78,Darius Bazley,PF,909,8.1,0.475,0.435,0.204,2.7,20.7,12,4.3,1.1,3.3,13.8,14.1,0.5,0.4,0.9,0.098,-2.2,0,-1.26,474,0.37,115,-1.63,510,0.01,259,0.87,11,-0.89,503,-0.29,364,0.48,66,-0.78,490,-0.72,417,-0.36,403,-0.37,378,-0.71,480,-0.13,352,-0.59,496,-1.31,460,1.15,32,-2.46,514,-2.96,1.54934323,-1.30034437
79,Darius Garland,PG,1824,8.5,0.498,0.423,0.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,0.4,0.2,0.6,0.126,-0.5,0.1,-1.87,502,-0.79,454,-1.09,487,-0.27,373,-0.38,430,0.12,174,-0.33,376,0.72,32,-1.05,509,0.43,151,-0.29,386,0.72,64,-0.81,491,-0.45,462,-0.36,456,-1.38,469,-0.73,436,-0.65,415,-3.55,-2.87113972,0.466013637
80,Dāvis Bertāns,PF,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.3,1.1,1.8,8.2,19,2.6,0.9,3.5,0.11,1.6,1.4,0.14,207,-0.57,430,0.71,71,0.62,67,-0.27,392,0.89,12,-0.72,464,-0.64,482,-0.09,309,-1.86,500,-0.77,466,-1.09,493,0.14,174,-0.1,333,0.23,106,0.61,126,-1.06,472,1.66,15,0.81,0.79855962,-1.86633366
81,De'Aaron Fox,PG,1426,20.3,0.556,0.221,0.442,2.3,12.3,7.2,35.4,2.2,1.5,14.6,29.6,1.4,0.1,1.5,0.108,2.7,0.8,-0.08,273,-0.88,469,0.8,58,-0.04,272,-0.67,489,0.62,34,0.34,124,-0.51,459,0.85,21,0.22,199,0.57,70,-0.36,374,0.02,254,-0.47,470,0.49,40,-0.42,350,-1.47,498,1.05,47,0.86,-2.85079605,1.77032596
82,Deandre Ayton,C,996,20.4,0.571,0.006,0.168,13.5,27,20.1,9.7,1,4.5,12.4,24.3,0.3,0.2,0.5,0.124,-0.7,0.1,0.22,185,0.16,182,0.05,218,0.21,157,0.38,83,-0.18,359,0.1,201,0.24,125,-0.14,336,1.41,33,0.3,137,1.11,30,-0.27,381,0.01,273,-0.26,415,0.43,155,0.64,89,-0.21,325,0.6,4.06585199,0.932184572
83,DeAndre' Bembry,SG,915,9.6,0.5,0.285,0.211,4,14.1,8.9,12.3,2.8,1.7,19.4,14,0.1,0.2,0.2,0.046,-1.3,0.1,-0.85,427,0.46,95,-1.31,501,-0.64,458,-0.03,282,-0.61,479,-0.57,445,-0.85,505,0.28,107,-1.45,486,-1.32,500,-0.14,299,-0.53,455,0.56,28,-1.09,514,-2.07,498,-0.05,285,-2.02,512,-2.87,-1.69161391,-0.14432403
84,De'Andre Hunter,SF,2018,8.6,0.521,0.445,0.211,2.3,13.1,7.6,8,1,0.7,12.1,17.5,-0.1,0,0,-0.074,-8.3,0,-0.68,398,-0.86,463,0.18,178,-0.8,478,-0.51,461,-0.29,411,0.26,147,-0.12,321,0.38,79,-0.03,262,-0.03,276,0.01,243,0.01,258,-0.11,344,0.12,163,-1.02,436,-0.97,458,-0.05,270,-1.74,-1.04056252,-2.09450537
85,DeAndre Jordan,C,1234,20,0.682,0,0.425,12.1,34.2,23.4,12.8,0.7,3.5,17.8,14.1,-0.1,0.1,0,0.009,-6.8,-0.1,-0.72,409,0.31,134,-1.03,480,0.28,133,0.78,17,-0.5,464,0.51,88,0.24,122,0.26,117,1.9,16,1.07,15,0.83,59,-1.45,513,-0.65,496,-0.8,509,-0.29,327,0.74,72,-1.03,469,0.73,5.30161459,1.47162143
86,De'Anthony Melton,PG,1011,14.6,0.525,0.331,0.3,3.9,15.9,10,20.9,3,1.5,16.3,19.6,3.8,1.1,4.9,0.174,3.1,1.7,1.82,19,0.85,44,0.97,46,0.69,59,0.14,181,0.55,43,0.27,143,-0.38,427,0.65,41,1.17,46,0.45,95,0.72,67,0.62,48,0.47,44,0.15,143,2.21,14,0.9,52,1.31,30,1.97,-2.10043117,0.524903196
87,Dejounte Murray,PG,1447,17.1,0.535,0.168,0.175,5,20,12.5,23.7,3.3,1,15.7,20.6,0.1,0,0.1,0.045,-1.7,0,-0.58,384,-0.29,377,-0.29,361,-0.52,432,-0.39,433,-0.13,337,-0.64,455,0.01,252,-0.64,470,0.16,210,0.66,57,-0.5,409,0.01,277,-0.28,415,0.27,92,-1.02,437,-0.76,439,-0.26,342,-0.23,-1.06577795,1.07393045
88,Delon Wright,SG,1412,16.1,0.563,0.307,0.236,5,14,9.6,21.2,2.6,1.3,13.9,14.8,1,1,2.1,0.085,0,0.6,0.02,241,-0.27,369,0.29,152,-0.34,393,-0.08,316,-0.25,396,-0.24,348,0.07,203,-0.31,401,0.04,244,-0.08,306,0.11,202,-0.18,350,-0.4,451,0.22,111,-0.28,323,-0.3,367,0.03,240,-1.19,-1.49360659,0.787610015
89,DeMar DeRozan,SF,2091,21.3,0.597,0.031,0.419,2,15.7,8.9,26,1.4,0.6,11.5,26.6,0.9,2.1,3,0.13,0.5,0.7,-0.2,315,-0.97,482,0.77,61,0.33,118,0.15,173,0.18,152,-0.36,387,-0.66,486,0.3,104,-2.46,511,-1.51,511,-0.94,480,0.46,79,-0.24,401,0.7,9,-0.05,256,-0.88,449,0.83,67,-0.92,-1.60768474,0.520720712
90,DeMarre Carroll,SF,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,-0.1,0.4,0.4,0.043,-3.3,-0.1,0.1,216,0.2,171,-0.1,286,0.49,84,0.06,218,0.43,75,0.1,203,0.07,197,0.02,237,0.51,139,0.17,178,0.34,135,-0.55,460,-0.1,335,-0.45,479,0.5,141,0.24,187,0.26,163,-0.52,0.71432435,-0.515326289
91,Dennis Schröder,PG,1952,16.8,0.573,0.339,0.243,1.1,11.8,6.6,21.6,1.1,0.6,13.2,27.2,0.2,0,0.2,0.244,2.4,0,0.7,100,1.12,21,-0.43,393,1.04,26,1.13,3,-0.1,313,1.3,11,0.06,208,1.24,8,-1.31,479,-0.06,293,-1.25,499,0.56,58,0.51,34,0.05,216,2.2,15,2.32,4,-0.13,302,0.4,-1.9349353,0.921441569
92,Dennis Smith Jr.,PG,537,7.5,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,0.9,2.4,3.3,0.085,0.1,1,-2.11,506,-0.92,478,-1.19,495,-1.04,492,-0.45,448,-0.59,476,-0.37,391,-0.37,424,0.01,249,-0.04,264,-0.12,331,0.08,211,-0.84,493,-0.17,377,-0.67,505,-2.39,505,-0.88,448,-1.51,500,-3.92,-3.31027303,1.67986946
93,Denzel Valentine,SF,488,13,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.2,0.1,-0.1,-0.007,-5.3,-0.5,-0.52,381,0.34,125,-0.86,462,-0.06,283,0.29,114,-0.35,429,-1.22,506,-0.52,462,-0.7,480,-0.58,390,-0.06,291,-0.52,419,0.33,107,0.13,163,0.2,117,-0.17,284,0.62,91,-0.78,436,-0.52,-1.86678962,-0.426580112
94,Deonte Burton,SG,284,5.9,0.426,0.438,0.114,2.4,15.9,9.4,5.6,0.9,3,11.3,19.3,0,0.1,0.1,0.008,-4.1,-0.3,-1.6,491,-0.35,390,-1.25,498,-0.43,414,0.01,269,-0.42,448,0.06,220,0.33,96,-0.27,388,-1.12,464,-0.08,308,-1.04,487,-0.28,384,-0.34,431,0.05,208,-1.19,449,-0.08,297,-1.11,476,-3.81,0.384125064,-1.01596661
95,Derrick Favors,C,1089,19,0.624,0.023,0.203,14.1,29,21.5,9.8,1.1,3.4,13.3,14.4,-0.2,0,-0.2,-0.068,-9.9,-0.3,1.27,48,0.65,70,0.61,89,0.85,42,0.3,112,0.55,42,0.63,69,0.89,15,-0.26,384,1.93,14,0.41,105,1.52,13,-0.33,402,-0.13,353,-0.2,388,1.97,24,0.84,59,1.13,37,2.43,4.51492032,1.21379122
96,Derrick Jones Jr.,SF,1249,14.8,0.609,0.39,0.35,5.4,13.5,9.6,6.7,2.1,2.9,6.8,14.1,0.8,0.9,1.7,0.095,-2.3,-0.1,-0.5,377,-1.08,491,0.58,98,-0.11,301,-0.06,297,-0.05,285,0.41,111,-0.14,332,0.55,57,-0.14,301,0.3,136,-0.44,400,-0.2,360,-0.61,490,0.41,51,-0.29,325,-0.55,407,0.26,167,-0.55,0.366253429,-1.50801762
97,Derrick Rose,PG,1298,21.1,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1,13.4,31.6,1.2,2,3.2,0.09,-0.6,0.6,0.13,209,-0.38,395,0.51,105,-0.21,352,-0.65,485,0.44,70,0.32,130,0.41,76,-0.1,312,-0.04,265,-0.17,347,0.13,190,0.08,201,-0.05,297,0.12,160,-0.21,299,-0.98,460,0.77,74,-0.21,-3.67074256,3.82002507
98,Derrick Walton,PG,248,8.7,0.617,0.615,0.231,0.9,5.7,3.4,13.9,1.4,0,10.4,8.1,0.5,1.4,1.9,0.068,-1.2,0.3,-0.81,423,-0.54,425,-0.27,355,-0.31,386,-0.17,362,-0.14,343,0.16,177,-0.17,344,0.33,95,-0.62,394,-0.19,351,-0.43,397,0.02,249,0.07,191,-0.05,304,-0.33,337,-0.13,309,-0.19,323,-1.71,-2.40124415,0.383541228
99,Derrick White,SG,1468,15.9,0.585,0.345,0.377,2.2,12,7.1,19.5,1.3,3.3,12.2,18.2,0.7,0.6,1.3,0.168,1.8,0.4,1.48,34,0.45,96,1.03,35,0.11,185,0.51,54,-0.39,443,0.85,43,-0.31,405,1.17,9,-0.03,263,0.52,82,-0.56,423,-0.07,301,-0.4,449,0.33,78,0.29,176,0.34,158,-0.05,274,1.06,-1.14590197,0.07843452
100,Devin Booker,SG,2241,19.8,0.617,0.313,0.395,1.3,11.7,6.4,30.2,1,0.6,15.7,29.5,-1.2,1.1,-0.1,-0.004,-4,-0.8,0.26,170,-1.06,488,1.31,25,0.38,108,-0.55,468,0.94,10,0.25,153,-0.63,481,0.88,18,-0.36,342,-0.36,404,0.01,244,0.09,194,-0.26,407,0.35,68,0.7,118,-1.53,501,2.23,5,1.14,-2.88032084,0.882047751
101,Devonte' Graham,PG,2211,15.8,0.537,0.607,0.242,2,8.7,5.2,35.3,1.4,0.6,14.5,24.8,0.3,0.4,0.7,0.072,-2.1,0,-0.12,286,-0.88,470,0.76,64,-0.5,422,-0.94,506,0.44,69,0.95,31,0.29,104,0.66,40,-0.83,430,-1.43,507,0.6,81,0.3,114,0.32,81,-0.02,272,-0.37,343,-1.38,493,1.02,50,0.84,-3.5148134,1.68047526
102,Dewayne Dedmon,C,774,9.4,0.473,0.42,0.141,8.5,27.7,17.9,4.1,1.5,4.8,17.4,18.2,6.2,4.1,10.3,0.262,8.5,5,0.78,87,0.77,52,0.02,237,-0.33,391,-0.1,323,-0.23,386,-0.18,322,-0.05,279,-0.12,330,0.49,143,0.56,72,-0.07,275,-0.05,293,0.24,106,-0.29,423,-0.56,372,-0.03,275,-0.53,394,-0.21,3.73320832,-0.523794587
103,Dillon Brooks,SG,1851,11.1,0.508,0.387,0.192,3.5,8.4,6,10,1.4,1.2,9.7,25,-0.1,0.5,0.4,0.074,-3.9,-0.1,-0.16,298,-0.19,347,0.03,226,0.2,158,0.57,42,-0.36,431,-0.94,485,-0.4,434,-0.54,456,1.09,51,0.23,160,0.87,54,-0.02,287,-0.19,383,0.16,138,-0.05,258,0.43,131,-0.49,389,-1.08,-2.09500891,-1.72619486
104,DJ Augustin,PG,1215,14.2,0.548,0.438,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,-0.2,0.3,0.2,0.032,-4.4,-0.1,-0.2,316,0.24,158,-0.43,394,0.35,116,0.9,9,-0.55,470,0.64,65,0.05,213,0.59,53,-0.58,389,-0.07,304,-0.51,413,0.01,275,0.01,244,-0.02,277,1.28,56,1.54,12,-0.26,343,-0.63,-3.07203526,1.72733623
105,DJ Wilson,PF,280,8.4,0.476,0.545,0.089,3.8,19.3,12,10.3,0.3,1.6,12.5,17.7,0.1,0.1,0.2,0.01,-5.2,-0.7,-1.01,451,0.01,269,-1,473,0.17,168,0.22,140,-0.05,279,-0.45,414,0.12,182,-0.57,460,-0.68,407,-0.44,424,-0.24,337,-1.36,512,-0.52,478,-0.83,511,-1.05,440,-0.11,304,-0.95,461,-3.44,0.966128999,-0.515789628
106,Domantas Sabonis,C,2159,20.7,0.586,0.079,0.349,9.7,29.5,19.7,21.7,1.1,1.2,14.8,23.4,5.1,1.1,6.2,0.143,1.6,1.9,1.06,67,0.67,67,0.4,130,0.45,94,0.23,137,0.22,140,0.47,95,0.91,12,-0.45,441,1.95,12,1.02,20,0.93,47,0.13,178,-0.04,290,0.17,131,1.42,51,0.67,79,0.75,77,2.18,3.15496245,1.56592825
107,Donovan Mitchell,SG,2165,19.1,0.56,0.347,0.235,2.3,11.2,7,21.2,1.5,0.5,10.9,31,0.8,0.5,1.3,0.129,-1.4,0.1,-0.88,432,-1.19,499,0.31,147,0.21,156,-0.34,418,0.55,44,-1,488,-0.57,469,-0.43,437,-0.85,437,-0.03,279,-0.82,468,-0.29,386,-0.74,504,0.45,43,-0.13,275,-1.01,467,0.89,62,-0.69,-1.69433171,-0.397640845
108,Donte DiVincenzo,SG,1362,15,0.57,0.489,0.173,4.6,15.7,10.5,13.3,2.7,1.2,12.9,16.9,1.1,1.6,2.7,0.128,1.8,0.9,1.96,16,1.49,8,0.46,113,1.16,14,0.66,27,0.49,55,0.43,105,0.2,136,0.24,124,2.02,10,0.42,102,1.6,9,0.09,197,0.45,47,-0.36,455,2.63,7,1.66,11,0.97,52,2.77,-1.49916647,-0.38237921
109,Dorian Finney-Smith,PF,1898,12.2,0.597,0.58,0.212,7,12.3,9.7,6.8,1.1,1.7,11.2,12.7,1,1.1,2.1,0.129,1.8,0.7,0.71,99,-0.51,420,1.22,29,1.08,24,0.37,87,0.71,24,0.63,68,0.43,75,0.2,141,-0.68,409,-0.73,461,0.05,224,-0.35,410,-0.42,455,0.07,194,1.56,44,0.02,255,1.54,22,1.79,0.63538313,-1.25485518
110,Doug McDermott,PF,1242,14.3,0.626,0.54,0.106,2.1,11.7,6.9,8.3,0.4,0.3,7.2,19.6,0.2,0.4,0.6,0.128,1.7,0.2,0.48,128,0.27,150,0.21,164,1.06,25,0.67,26,0.39,82,-1.14,499,-0.41,437,-0.73,487,-1.92,505,-0.87,477,-1.05,489,0.32,110,-0.05,298,0.37,66,1,81,0.52,116,0.48,116,-0.74,-0.014039304,-1.16600704
111,Draymond Green,PF,1222,12.6,0.489,0.408,0.263,2,22.3,11.8,31.2,2.3,2.4,21.8,15.7,0.2,0.5,0.7,0.052,-3.9,-0.3,-0.5,375,1.15,19,-1.65,511,-0.16,322,0.18,159,-0.34,425,0.38,118,0.25,118,0.13,177,0.2,202,1.13,13,-0.93,479,-0.19,355,0.04,218,-0.23,399,-0.45,357,0.65,87,-1.1,474,0.82,-1.00837517,2.52671107
112,Duncan Robinson,SF,1949,12.8,0.678,0.886,0.086,0.5,11.2,6.1,7,0.9,0.8,8.6,15.8,-0.8,0.5,-0.3,-0.02,-6.7,-0.9,2.38,9,0.82,49,1.56,13,2.23,2,0.54,46,1.69,1,-0.74,465,0.66,43,-1.4,514,1.23,40,1.64,3,-0.4,392,-0.09,310,-0.36,437,0.27,94,3.52,5,1.1,37,2.42,3,3.17,-0.153444987,-1.92911662
113,Dwayne Bacon,SG,687,6.1,0.419,0.275,0.217,2.3,14,7.9,11.7,1.7,0.3,12.2,19.5,2,1.1,3,0.095,-0.5,0.6,-1,446,-0.32,383,-0.67,433,-1.02,491,-0.17,359,-0.85,501,0.68,59,0.01,255,0.69,36,-0.41,356,-0.26,376,-0.15,304,0.6,51,0.44,49,0.16,134,-0.93,423,0.03,245,-0.97,464,-2.8,-2.06198077,-0.582954365
114,Dwight Howard,C,1193,18.7,0.696,0.019,0.7,14.6,26.8,20.9,4.8,1.1,5.6,17.8,14.5,0.7,3.6,4.3,0.109,1,1.4,0.26,168,-0.17,341,0.43,118,0.11,188,-0.17,360,0.28,115,0.9,35,0.62,45,0.28,109,2.01,11,0.45,97,1.56,11,-0.11,324,0.03,224,-0.14,357,0.75,113,0.07,229,0.67,84,0.68,5.53323954,0.966968819
115,Dwight Powell,C,1061,16,0.677,0.17,0.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,0.7,3.3,4,0.116,1.1,1.3,0.28,160,0.02,250,0.26,155,0.78,48,0.24,136,0.55,45,0.7,56,0.62,46,0.08,198,1.24,38,-0.12,332,1.37,17,-0.43,434,-0.25,405,-0.19,382,1.52,45,0.44,129,1.08,42,1.14,0.803763825,0.238921681
116,Džanan Musa,SF,404,8.4,0.467,0.468,0.317,5,12.9,9,11,1.5,0.2,15.5,19.4,-0.1,0.3,0.3,0.054,-0.5,0.1,-0.57,383,0.31,131,-0.89,466,-0.62,454,-0.09,322,-0.53,467,-0.06,277,-0.08,295,0.02,238,-0.34,339,-0.6,450,0.26,158,0.06,213,0.17,147,-0.11,339,-0.9,420,-0.04,281,-0.86,449,-2.41,-1.2838144,-0.358863952
117,Ed Davis,C,268,7.3,0.425,0,0.324,12.4,25.8,19.4,3.8,1.8,2.8,25.1,8.5,0.2,0.4,0.7,0.103,-0.7,0.1,-0.87,431,0.27,147,-1.15,492,-0.6,448,-0.21,375,-0.38,441,-0.49,425,-0.29,393,-0.21,367,-0.69,410,-0.2,355,-0.49,406,-0.1,319,0.24,111,-0.34,443,-1.3,459,-0.16,320,-1.14,477,-3.11,3.34803564,0.447385925
118,Edmond Sumner,PG,345,10,0.485,0.342,0.135,3.2,8.6,5.9,15.4,2.1,2,13.9,17.4,0.3,2,2.3,0.085,-0.6,0.4,-1.01,450,-0.3,379,-0.7,440,-0.14,314,-0.19,366,0.05,214,-0.2,333,0.13,173,-0.33,414,-1.7,491,-1.03,488,-0.67,442,-0.02,279,0.02,239,-0.03,286,-0.79,409,-0.57,411,-0.22,328,-2.19,-2.01295145,1.00227101
119,Elfrid Payton,PG,1246,16,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,-0.3,0.4,0.1,0.012,-4.9,-0.2,1.39,39,0.09,219,1.3,27,0.1,196,-0.14,344,0.24,130,-0.08,287,0.16,157,-0.24,378,2.27,7,0.67,54,1.6,8,0.01,273,-0.28,416,0.28,90,0.36,163,-0.39,380,0.75,78,0.79,-3.93588329,2.71939341
120,Elie Okobo,PG,707,10.5,0.511,0.392,0.37,2.5,11.6,6.9,21.5,1.6,0.5,15.3,14.9,-0.1,0,-0.1,-0.18,-11,0,-0.33,343,-0.11,323,-0.22,332,-0.3,381,0.02,251,-0.32,417,-0.35,384,-0.22,367,-0.13,334,-1.26,477,-1.2,496,-0.06,272,0.4,91,0.22,117,0.18,126,-0.7,403,-0.25,348,-0.45,386,-2.16,-2.28632726,0.896751658
121,Emmanuel Mudiay,PG,752,13.7,0.55,0.263,0.239,2.6,13.7,8.4,21.8,1.2,1.1,16.9,22.4,0.2,0.2,0.4,0.035,-2.8,-0.1,-0.7,405,-0.03,291,-0.67,431,0.52,78,0.41,74,0.11,178,-0.25,350,-0.3,398,0.05,218,0.11,219,0.15,185,-0.04,266,-1.02,504,-0.58,487,-0.44,473,-0.52,365,0.05,239,-0.57,401,-1.8,-1.53797004,1.09192876
122,Enes Kanter,C,891,22,0.594,0.023,0.286,17.1,30.2,23.7,8.4,1.1,3.9,12.9,19.3,3.2,2.4,5.6,0.203,5.2,2.4,-0.5,374,-0.68,440,0.18,176,0.48,87,0.25,130,0.23,136,0.35,120,0.66,41,-0.31,402,1.75,19,0.61,66,1.14,29,-0.5,452,-0.52,477,0.02,235,0.94,85,0.34,159,0.6,100,0.52,5.74031273,1.39485685
